2025-09-19 17:30:31 - {"event_name":"Project.Task.Created","event_id":"01K5HGE3XZ4335RQJBDKZE2ZQT","entity_id":"01k5hge3xvywyyp2e8e9b3bryy","project_id":"01k5e2kkwynze0f37a8a4d3435","actor_id":"system","payload":"{\"entityId\":\"01k5hge3xvywyyp2e8e9b3bryy\",\"task_id\":\"01k5hge3xvywyyp2e8e9b3bryy\",\"project_id\":\"01k5e2kkwynze0f37a8a4d3435\",\"component_id\":null,\"actor_id\":\"system\",\"task_data\":{\"status\":\"pending\",\"priority\":\"low\",\"is_hidden\":false,\"estimated_hours\":null,\"actual_hours\":0,\"progress_percent\":0,\"visibility\":\"internal\",\"client_approved\":false,\"name\":\"task 03\",\"description\":\"vffff\",\"project_id\":\"01k5e2kkwynze0f37a8a4d3435\",\"component_id\":null,\"start_date\":\"2025-09-20T00:00:00.000000Z\",\"end_date\":\"2025-09-21T00:00:00.000000Z\",\"tags\":null,\"assignee_id\":null,\"id\":\"01k5hge3xvywyyp2e8e9b3bryy\",\"updated_at\":\"2025-09-19T17:30:31.000000Z\",\"created_at\":\"2025-09-19T17:30:31.000000Z\"},\"projectId\":\"01k5e2kkwynze0f37a8a4d3435\",\"actorId\":\"system\",\"eventName\":\"Project.Task.Created\",\"timestamp\":\"2025-09-19T17:30:31Z\",\"eventId\":\"01K5HGE3XZ4335RQJBDKZE2ZQT\"}","timestamp":"2025-09-19T17:30:31Z"}
2025-10-07 06:11:12 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YMQ6MM817GVNPX6QQZ4FXF","entity_id":"GebLmjbWSz5C8l1qoQKZQXIOMT","project_id":"01k6ymq6m00hbk3qx3x8antw4p","actor_id":"system","payload":"{\"entityId\":\"GebLmjbWSz5C8l1qoQKZQXIOMT\",\"projectId\":\"01k6ymq6m00hbk3qx3x8antw4p\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"GebLmjbWSz5C8l1qoQKZQXIOMT\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:11:12Z\",\"eventId\":\"01K6YMQ6MM817GVNPX6QQZ4FXF\"}","timestamp":"2025-10-07T06:11:12Z"}
2025-10-07 06:31:03 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YNVHN7ZDJNW2P63R6D83KF","entity_id":"91GpIbgQJourNvHUU7hZF6o2Vo","project_id":"01k6ynvhn48t1160ex01ftxtc9","actor_id":"system","payload":"{\"entityId\":\"91GpIbgQJourNvHUU7hZF6o2Vo\",\"projectId\":\"01k6ynvhn48t1160ex01ftxtc9\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":2500,\"new\":7500}},\"componentId\":\"91GpIbgQJourNvHUU7hZF6o2Vo\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:31:03Z\",\"eventId\":\"01K6YNVHN7ZDJNW2P63R6D83KF\"}","timestamp":"2025-10-07T06:31:03Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YNYXYSAK4A6CXWEJ4STX4H","entity_id":"ctvnLGWvirio1fKAxDHSIhsaJi","project_id":"01k6ynyxy995yrteaavjqs8aaz","actor_id":"system","payload":"{\"entityId\":\"ctvnLGWvirio1fKAxDHSIhsaJi\",\"projectId\":\"01k6ynyxy995yrteaavjqs8aaz\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"ctvnLGWvirio1fKAxDHSIhsaJi\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYXYSAK4A6CXWEJ4STX4H\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YNYY2TNJMX94DW10NVESXT","entity_id":"8QqVVNScwZf7ha8gfmoCEHylvX","project_id":"01k6ynyy2q0khc4ndxaqb8sqy8","actor_id":"system","payload":"{\"entityId\":\"8QqVVNScwZf7ha8gfmoCEHylvX\",\"projectId\":\"01k6ynyy2q0khc4ndxaqb8sqy8\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":25,\"new\":75}},\"componentId\":\"8QqVVNScwZf7ha8gfmoCEHylvX\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYY2TNJMX94DW10NVESXT\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YNYY2TNJMX94DW10NVESXV","entity_id":"8QqVVNScwZf7ha8gfmoCEHylvX","project_id":"01k6ynyy2q0khc4ndxaqb8sqy8","actor_id":"system","payload":"{\"entityId\":\"8QqVVNScwZf7ha8gfmoCEHylvX\",\"projectId\":\"01k6ynyy2q0khc4ndxaqb8sqy8\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":2500,\"new\":7500}},\"componentId\":\"8QqVVNScwZf7ha8gfmoCEHylvX\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYY2TNJMX94DW10NVESXV\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YNYY6PD6ZV9EWT6DJE0W2J","entity_id":"buWCV0p9mEQ3N4Woh4WBmZy9JM","project_id":"01k6ynyy6kft3psnvvpnvrnw94","actor_id":"system","payload":"{\"entityId\":\"buWCV0p9mEQ3N4Woh4WBmZy9JM\",\"projectId\":\"01k6ynyy6kft3psnvvpnvrnw94\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":75.4,\"new\":100}},\"componentId\":\"buWCV0p9mEQ3N4Woh4WBmZy9JM\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYY6PD6ZV9EWT6DJE0W2J\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YNYYAGKZ4K718X6R06MP25","entity_id":"bm5Xge6hLJdsNmBvqpjyu7xIfm","project_id":"01k6ynyyab6ktmvny93bfxgj0g","actor_id":"system","payload":"{\"entityId\":\"bm5Xge6hLJdsNmBvqpjyu7xIfm\",\"projectId\":\"01k6ynyyab6ktmvny93bfxgj0g\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"bm5Xge6hLJdsNmBvqpjyu7xIfm\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYYAGKZ4K718X6R06MP25\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YNYYAGKZ4K718X6R06MP26","entity_id":"bm5Xge6hLJdsNmBvqpjyu7xIfm","project_id":"01k6ynyyab6ktmvny93bfxgj0g","actor_id":"system","payload":"{\"entityId\":\"bm5Xge6hLJdsNmBvqpjyu7xIfm\",\"projectId\":\"01k6ynyyab6ktmvny93bfxgj0g\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":0,\"new\":4000}},\"componentId\":\"bm5Xge6hLJdsNmBvqpjyu7xIfm\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYYAGKZ4K718X6R06MP26\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YNYYAHD0Q4ENTN5CNYG0XE","entity_id":"RsjSgTsad7dCCRjzUe1sO6mj32","project_id":"01k6ynyyab6ktmvny93bfxgj0g","actor_id":"system","payload":"{\"entityId\":\"RsjSgTsad7dCCRjzUe1sO6mj32\",\"projectId\":\"01k6ynyyab6ktmvny93bfxgj0g\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":25}},\"componentId\":\"RsjSgTsad7dCCRjzUe1sO6mj32\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYYAHD0Q4ENTN5CNYG0XE\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:32:54 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YNYYAHD0Q4ENTN5CNYG0XF","entity_id":"RsjSgTsad7dCCRjzUe1sO6mj32","project_id":"01k6ynyyab6ktmvny93bfxgj0g","actor_id":"system","payload":"{\"entityId\":\"RsjSgTsad7dCCRjzUe1sO6mj32\",\"projectId\":\"01k6ynyyab6ktmvny93bfxgj0g\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":0,\"new\":3000}},\"componentId\":\"RsjSgTsad7dCCRjzUe1sO6mj32\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:32:54Z\",\"eventId\":\"01K6YNYYAHD0Q4ENTN5CNYG0XF\"}","timestamp":"2025-10-07T06:32:54Z"}
2025-10-07 06:35:51 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP4B0TY6HGSF9VVZHBBET3","entity_id":"jpBtEw6jsEFbEoqvKXSfid3PUe","project_id":"01k6yp4b0j9eqedc0pw243m47s","actor_id":"system","payload":"{\"entityId\":\"jpBtEw6jsEFbEoqvKXSfid3PUe\",\"projectId\":\"01k6yp4b0j9eqedc0pw243m47s\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"jpBtEw6jsEFbEoqvKXSfid3PUe\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:35:51Z\",\"eventId\":\"01K6YP4B0TY6HGSF9VVZHBBET3\"}","timestamp":"2025-10-07T06:35:51Z"}
2025-10-07 06:35:51 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP4B59SN8QZWCYJNR1TZCE","entity_id":"XFbcw7SzMxPQR7c4goX7X414CG","project_id":"01k6yp4b56e22ygw23m6khtsc0","actor_id":"system","payload":"{\"entityId\":\"XFbcw7SzMxPQR7c4goX7X414CG\",\"projectId\":\"01k6yp4b56e22ygw23m6khtsc0\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":25,\"new\":75}},\"componentId\":\"XFbcw7SzMxPQR7c4goX7X414CG\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:35:51Z\",\"eventId\":\"01K6YP4B59SN8QZWCYJNR1TZCE\"}","timestamp":"2025-10-07T06:35:51Z"}
2025-10-07 06:35:51 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YP4B59SN8QZWCYJNR1TZCF","entity_id":"XFbcw7SzMxPQR7c4goX7X414CG","project_id":"01k6yp4b56e22ygw23m6khtsc0","actor_id":"system","payload":"{\"entityId\":\"XFbcw7SzMxPQR7c4goX7X414CG\",\"projectId\":\"01k6yp4b56e22ygw23m6khtsc0\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":2500,\"new\":7500}},\"componentId\":\"XFbcw7SzMxPQR7c4goX7X414CG\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:35:51Z\",\"eventId\":\"01K6YP4B59SN8QZWCYJNR1TZCF\"}","timestamp":"2025-10-07T06:35:51Z"}
2025-10-07 06:35:51 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP4B9TY043K10H8ZPGZ277","entity_id":"qRxdQZMAnZYD3TCz0iFKDvZyMF","project_id":"01k6yp4b9bb58a72wb56pbpd1b","actor_id":"system","payload":"{\"entityId\":\"qRxdQZMAnZYD3TCz0iFKDvZyMF\",\"projectId\":\"01k6yp4b9bb58a72wb56pbpd1b\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":35.37,\"new\":100}},\"componentId\":\"qRxdQZMAnZYD3TCz0iFKDvZyMF\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:35:51Z\",\"eventId\":\"01K6YP4B9TY043K10H8ZPGZ277\"}","timestamp":"2025-10-07T06:35:51Z"}
2025-10-07 06:35:52 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP4BE0KZH2QJTM6907VZYG","entity_id":"3jGtFRVPjj1EuYLpGGroJ98ZAG","project_id":"01k6yp4bdvp3fvn33pgjaab9y9","actor_id":"system","payload":"{\"entityId\":\"3jGtFRVPjj1EuYLpGGroJ98ZAG\",\"projectId\":\"01k6yp4bdvp3fvn33pgjaab9y9\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"3jGtFRVPjj1EuYLpGGroJ98ZAG\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:35:52Z\",\"eventId\":\"01K6YP4BE0KZH2QJTM6907VZYG\"}","timestamp":"2025-10-07T06:35:52Z"}
2025-10-07 06:35:52 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YP4BE0KZH2QJTM6907VZYH","entity_id":"3jGtFRVPjj1EuYLpGGroJ98ZAG","project_id":"01k6yp4bdvp3fvn33pgjaab9y9","actor_id":"system","payload":"{\"entityId\":\"3jGtFRVPjj1EuYLpGGroJ98ZAG\",\"projectId\":\"01k6yp4bdvp3fvn33pgjaab9y9\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":0,\"new\":4000}},\"componentId\":\"3jGtFRVPjj1EuYLpGGroJ98ZAG\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:35:52Z\",\"eventId\":\"01K6YP4BE0KZH2QJTM6907VZYH\"}","timestamp":"2025-10-07T06:35:52Z"}
2025-10-07 06:35:52 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP4BE2PS6YVBFJXCYM3Z3F","entity_id":"Lbn4VrdfTIvHEC2b35n4Ygh8Ws","project_id":"01k6yp4bdvp3fvn33pgjaab9y9","actor_id":"system","payload":"{\"entityId\":\"Lbn4VrdfTIvHEC2b35n4Ygh8Ws\",\"projectId\":\"01k6yp4bdvp3fvn33pgjaab9y9\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":25}},\"componentId\":\"Lbn4VrdfTIvHEC2b35n4Ygh8Ws\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:35:52Z\",\"eventId\":\"01K6YP4BE2PS6YVBFJXCYM3Z3F\"}","timestamp":"2025-10-07T06:35:52Z"}
2025-10-07 06:35:52 - {"event_name":"Project.Component.CostUpdated","event_id":"01K6YP4BE2PS6YVBFJXCYM3Z3G","entity_id":"Lbn4VrdfTIvHEC2b35n4Ygh8Ws","project_id":"01k6yp4bdvp3fvn33pgjaab9y9","actor_id":"system","payload":"{\"entityId\":\"Lbn4VrdfTIvHEC2b35n4Ygh8Ws\",\"projectId\":\"01k6yp4bdvp3fvn33pgjaab9y9\",\"actorId\":\"system\",\"changedFields\":{\"actual_cost\":{\"old\":0,\"new\":3000}},\"componentId\":\"Lbn4VrdfTIvHEC2b35n4Ygh8Ws\",\"eventName\":\"Project.Component.CostUpdated\",\"timestamp\":\"2025-10-07T06:35:52Z\",\"eventId\":\"01K6YP4BE2PS6YVBFJXCYM3Z3G\"}","timestamp":"2025-10-07T06:35:52Z"}
2025-10-07 06:38:33 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP98ZS4MNSQ4VNDDNY2RC7","entity_id":"96TwqD3Cyxex8GveNQe2r0sUxV","project_id":"01k6yp98z8zxmt1nc21vksvd5z","actor_id":"system","payload":"{\"entityId\":\"96TwqD3Cyxex8GveNQe2r0sUxV\",\"projectId\":\"01k6yp98z8zxmt1nc21vksvd5z\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":0,\"new\":50}},\"componentId\":\"96TwqD3Cyxex8GveNQe2r0sUxV\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:38:33Z\",\"eventId\":\"01K6YP98ZS4MNSQ4VNDDNY2RC7\"}","timestamp":"2025-10-07T06:38:33Z"}
2025-10-07 06:38:33 - {"event_name":"Project.Component.ProgressUpdated","event_id":"01K6YP9948QPE6N41ZEAD0N65K","entity_id":"81OX9PKjLfSk7YUTXmfblhBAGy","project_id":"01k6yp9945cwm5m9x922q9ne0t","actor_id":"system","payload":"{\"entityId\":\"81OX9PKjLfSk7YUTXmfblhBAGy\",\"projectId\":\"01k6yp9945cwm5m9x922q9ne0t\",\"actorId\":\"system\",\"changedFields\":{\"progress_percent\":{\"old\":25,\"new\":75}},\"componentId\":\"81OX9PKjLfSk7YUTXmfblhBAGy\",\"eventName\":\"Project.Component.ProgressUpdated\",\"timestamp\":\"2025-10-07T06:38:33Z\",\"eventId\":\"01K6YP9948QPE6N41ZEAD0N65K\"}","timestamp":"2025-10-07T06:38:33Z"}
